,Name,Email,Address,reaction,Datetime,Sentiment,Score,Content,Category,Device,Duration,state
6377,Rebecca Swanner,RS@gmail.com,"663 Golden Loaf
Heidistad, CO 16965",dislike,2021-02-04 6:22,negative,10,photo,studying,Microsoft,3,CO
6378,Diane Hall,DH@gmail.com,"125 Robert Path
North Ashleystad, MS 10419",adore,2020-08-09 15:12,positive,72,photo,studying,Google,31,MS
6379,Jennifer Mcintosh,JM@gmail.com,"61708 Terri Walks Suite 867
East Dylan, MD 80914",disgust,2021-06-01 20:37,negative,0,photo,studying,Samsung,23,MD
6380,Amanda Price,AP@gmail.com,"82182 Matthew Point Apt. 310
Port Nicolebury, WV 57530",like,2020-07-25 10:23,positive,50,photo,studying,HTC,12,WV
6381,Kory Jacobs,KJ@gmail.com,"7034 Griffin Trail
West Rebeccaport, ND 25874",dislike,2021-04-04 23:23,negative,10,photo,studying,Motorola,88,ND
6382,June Joseph,JJ@gmail.com,"89496 Webster Road Apt. 848
West Meganshire, OK 40892",super love,2021-05-07 15:10,positive,75,photo,studying,Motorola,55,OK
6383,Mark Henderson,MH@gmail.com,"7091 Lara Causeway Suite 453
New Lauren, RI 21033",disgust,2020-08-12 23:32,negative,0,photo,studying,Microsoft,48,RI
6384,Cynthia Cannon,CC@gmail.com,"306 Katherine Harbor Suite 849
Schneidermouth, IA 90041",interested,2021-03-16 20:17,positive,30,photo,studying,Motorola,18,IA
6385,Janet Bolen,JB@gmail.com,"5939 Crawford Islands Apt. 775
Reedmouth, GA 72339",adore,2021-05-10 13:57,positive,72,photo,studying,Google,39,GA
6386,Gregory Rosales,GR@gmail.com,"0065 Conner Falls Apt. 432
Billyton, MD 48708",peeking,2020-07-06 12:55,neutral,35,photo,studying,Google,81,MD
6387,Myles Davis,MD@gmail.com,"697 Michael Shore Suite 177
West Rebecca, AR 95374",indifferent,2021-04-28 11:59,neutral,20,photo,studying,Microsoft,94,AR
6388,Cherie Scheuer,CS@gmail.com,"40960 Shaffer Extensions Suite 928
Perezberg, MD 28093",worried,2021-03-30 2:36,negative,12,photo,studying,Samsung,4,MD
6389,Shawn Landau,SL@gmail.com,"USNV Brown
FPO AE 46644",heart,2020-12-21 6:36,positive,60,photo,studying,Motorola,54,FP
6390,Ida Cantu,IC@gmail.com,"67413 Lawrence Valleys
South Victortown, PA 70424",intrigued,2021-01-11 17:36,positive,45,photo,studying,Huawei,91,PA
6391,Donna Adams,DA@gmail.com,"20643 Rice Fords
Bethshire, CO 85308",intrigued,2021-03-24 23:25,positive,45,photo,studying,Microsoft,64,CO
6392,Garrett Lewis,GL@gmail.com,"92743 Colleen Isle Apt. 112
Nicholsview, NJ 76127",hate,2021-03-02 0:37,negative,5,photo,studying,Motorola,13,NJ
6393,Michele Calloway,MC@gmail.com,"931 Martinez Walk Apt. 141
Lake Cherylborough, WV 85477",indifferent,2020-12-31 20:12,neutral,20,photo,soccer,Apple,90,WV
6394,Megan Keck,MK@gmail.com,"3625 Rebecca Crescent
West Benjamin, CA 88681",heart,2020-09-09 12:14,positive,60,photo,soccer,Apple,57,CA
6395,Noah Guilliam,NG@gmail.com,"304 Sandra Streets
Kimburgh, AR 30942",super love,2021-04-10 1:32,positive,75,photo,soccer,Apple,98,AR
6396,Charles Taylor,CT@gmail.com,"39270 Linda Wall Apt. 032
Jonesburgh, AZ 55032",disgust,2020-10-25 11:46,negative,0,photo,soccer,Apple,5,AZ
6397,Carlos Cobb,CC@gmail.com,"0709 Wood Glens
South Jessica, SD 13655",cherish,2020-08-21 11:58,positive,70,photo,soccer,HTC,75,SD
6398,Robert King,RK@gmail.com,"00777 Melissa Crossroad Apt. 719
Sanchezside, VT 68213",worried,2021-02-18 3:40,negative,12,photo,soccer,HTC,16,VT
6399,Cordelia King,CK@gmail.com,"9025 Karen Springs
Esparzaton, CA 98219",intrigued,2020-09-04 17:04,positive,45,photo,soccer,Apple,99,CA
6400,Vincent Bland,VB@gmail.com,"1657 Samantha Corners
West Cynthia, KS 54469",like,2020-06-20 9:24,positive,50,photo,soccer,Microsoft,37,KS
6401,Mary Stassi,MS@gmail.com,"75924 Fowler Summit
Portermouth, NE 46119",dislike,2021-01-07 12:59,negative,10,photo,soccer,HTC,97,NE
6402,Richard Seago,RS@gmail.com,"873 Jill Lane
Romeroville, GA 20232",scared,2020-06-27 1:13,negative,15,audio,travel,Huawei,93,GA
6403,Gerald Cager,GC@gmail.com,"PSC 1888, Box 5510
APO AA 90778",adore,2020-12-19 7:37,positive,72,audio,travel,HTC,24,AP
6404,Elisabeth Stewart,ES@gmail.com,"1480 Wong Bridge Suite 863
West Hunterburgh, MS 92171",super love,2021-04-17 12:42,positive,75,audio,travel,HTC,0,MS
6405,Amalia Young,AY@gmail.com,"63792 Roberts Meadows Suite 054
East Carlstad, ID 36208",super love,2021-01-20 19:00,positive,75,audio,travel,HTC,17,ID
6406,James Manske,JM@gmail.com,"18913 Curtis Union
Perrystad, LA 97749",dislike,2020-08-07 8:54,negative,10,audio,travel,HTC,32,LA
6407,Edward Kettler,EK@gmail.com,"088 Smith Via Suite 090
Danielmouth, SC 45333",dislike,2021-01-08 17:05,negative,10,audio,travel,HTC,83,SC
6408,Mark Turpin,MT@gmail.com,"USNV Lee
FPO AP 28828",cherish,2020-07-08 6:33,positive,70,audio,travel,Motorola,47,FP
6409,Henry Mester,HM@gmail.com,"45078 Darrell Prairie
Lake Amanda, MT 73755",dislike,2020-07-21 13:48,negative,10,audio,travel,Apple,34,MT
6410,Lance Spencer,LSdtqsemuido,"7406 Ray Ports
East Adamview, CA 79808",dislike,2020-06-30 19:42,negative,10,audio,travel,Google,63,CA
6411,Jason Roberts,JR@gmail.com,"1827 Margaret Trace
South Geoffreyton, RI 20288",dislike,2020-11-02 19:58,negative,10,audio,travel,Google,90,RI
6412,Michele Calloway,MC@gmail.com,"931 Martinez Walk Apt. 141
Lake Cherylborough, WV 85477",intrigued,2020-10-25 21:40,positive,45,audio,travel,Apple,90,WV
6413,Doris Jenkins,DJ@gmail.com,"490 Jessica Radial
Lake Connorton, CT 69222",worried,2020-10-30 20:20,negative,12,audio,travel,HTC,49,CT
6414,Micheal Vargas,MV@gmail.com,"9099 Katie Burgs Apt. 064
Robertsport, NH 98023",like,2021-05-01 1:53,positive,50,audio,travel,Huawei,33,NH
6415,Rosalee Jacinto,RJ@gmail.com,"Unit 6479 Box 6124
DPO AE 50619",dislike,2020-09-30 16:39,negative,10,audio,travel,Motorola,38,DP
6416,Richard Smith,RS@gmail.com,"00358 Heather Gardens
Lake Heidiview, OH 42464",want,2020-09-20 15:18,positive,70,audio,travel,Motorola,88,OH
6417,Sarah Alexander,SA@gmail.com,"3558 Kurt Underpass Suite 261
Lake Brenda, TN 07706",worried,2021-04-16 11:02,negative,12,audio,travel,Unknown,98,TN
6418,Charles Taylor,CT@gmail.com,"39270 Linda Wall Apt. 032
Jonesburgh, AZ 55032",intrigued,2021-01-14 15:21,positive,45,audio,travel,Apple,5,AZ
6419,Michael Beasley,MB@gmail.com,"8563 Hill Glens
West Melissa, MS 92364",interested,2020-08-21 2:20,positive,30,audio,travel,Huawei,43,MS
6420,Edna Horner,EH@gmail.com,"521 Wagner Cliff
Dianefurt, WY 33795",peeking,2020-07-25 15:30,neutral,35,audio,travel,Apple,4,WY
6421,Thomas Shoemaker,TS@gmail.com,"78377 Michael Street
Lake Andrew, CA 48937",heart,2021-02-02 10:10,positive,60,audio,travel,Samsung,94,CA
6422,Gary Hines,GH@gmail.com,"3055 Terry Port Apt. 195
South Ashley, HI 86394",heart,2020-12-10 10:02,positive,60,audio,travel,Huawei,75,HI
6423,Elisabeth Stewart,ES@gmail.com,"1480 Wong Bridge Suite 863
West Hunterburgh, MS 92171",love,2021-03-21 21:48,positive,65,audio,travel,HTC,0,MS
6424,Kim Ruiz,KR@gmail.com,"663 Sharp Fall
East Benjaminview, VA 13189",heart,2020-10-03 16:31,positive,60,audio,travel,Microsoft,57,VA
6425,Cordelia Reny,CR@gmail.com,"00200 Anna Land
North Hollyfurt, IL 03755",hate,2020-12-30 18:08,negative,5,audio,travel,Huawei,5,IL
6426,Sharon Bishop,SBhcjcholecn,"619 Wheeler Lake
Coreyview, ND 23104",love,2021-03-16 12:13,positive,65,GIF,culture,HTC,97,ND
6427,Melvin Wright,MW@gmail.com,"369 Chelsea Plain
Rebeccaport, MD 94455",hate,2020-09-11 12:24,negative,5,GIF,culture,Motorola,6,MD
6428,Krystal Pauling,KP@gmail.com,"2489 Pierce Ville Suite 169
Barrymouth, AR 44534",cherish,2021-02-02 0:47,positive,70,GIF,culture,Samsung,31,AR
6429,Brian Collins,BC@gmail.com,"9200 Gamble Brooks
Davidberg, WI 96602",worried,2020-10-13 14:23,negative,12,GIF,culture,Google,11,WI
6430,Doris Jenkins,DJ@gmail.com,"490 Jessica Radial
Lake Connorton, CT 69222",adore,2021-02-22 22:28,positive,72,GIF,culture,HTC,49,CT
6431,Myles Davis,MD@gmail.com,"697 Michael Shore Suite 177
West Rebecca, AR 95374",disgust,2020-09-07 21:28,negative,0,GIF,culture,Microsoft,94,AR
6432,Raymond Smith,RS@gmail.com,"PSC 9104, Box 9179
APO AP 34539",super love,2021-03-22 16:37,positive,75,GIF,culture,HTC,41,AP
6433,Michael Bowman,MB@gmail.com,"2856 Miller Path
Vickifurt, ID 57842",intrigued,2021-03-17 22:58,positive,45,GIF,culture,Microsoft,19,ID
6434,Michael Eudy,ME@gmail.com,"870 Catherine Crescent
Jesusland, ID 53207",adore,2021-05-07 22:44,positive,72,GIF,culture,Microsoft,54,ID
6435,Doris Jenkins,DJ@gmail.com,"490 Jessica Radial
Lake Connorton, CT 69222",hate,2020-08-30 20:15,negative,5,GIF,culture,HTC,49,CT
6436,Alma Lema,AL@gmail.com,"PSC 0757, Box 2246
APO AP 59935",scared,2021-01-07 15:44,negative,15,GIF,culture,Motorola,53,AP
6437,Beverly Courtney,BC@gmail.com,"63468 Zuniga Island Suite 058
Hillbury, NY 22177",like,2021-06-03 6:27,positive,50,GIF,culture,Microsoft,78,NY
6438,Kathryn Henderson,KH@gmail.com,"998 Lauren Villages Suite 720
Susanland, HI 92070",hate,2020-07-25 4:44,negative,5,GIF,culture,Apple,40,HI
6439,Christopher Mitchell,CM@gmail.com,"Unit 8902 Box 9429
DPO AP 73681",indifferent,2020-12-19 4:47,neutral,20,GIF,culture,HTC,22,DP
6440,Billie Frank,BF@gmail.com,"287 Harris Common Suite 990
Emilyburgh, AK 56009",adore,2021-04-29 0:14,positive,72,GIF,culture,Motorola,66,AK
6441,Patrick Ponce,PP@gmail.com,"371 Payne Village Apt. 262
Brianton, KS 65215",hate,2020-11-15 6:55,negative,5,GIF,culture,HTC,11,KS
6442,Chester Smith,CS@gmail.com,"271 Ashley Fork Suite 100
Michaelburgh, MO 35011",dislike,2021-06-11 16:09,negative,10,GIF,culture,Huawei,58,MO
6443,Douglas Colon,DC@gmail.com,"982 Jones Stream Apt. 637
Aliceton, OR 78687",worried,2021-04-26 15:43,negative,12,GIF,culture,Motorola,26,OR
6444,Jerry Ashe,JA@gmail.com,"8363 Mary Route
Michaelport, UT 03644",disgust,2020-08-31 19:59,negative,0,GIF,culture,Huawei,33,UT
6445,Rebecca Swanner,RS@gmail.com,"663 Golden Loaf
Heidistad, CO 16965",disgust,2020-09-24 19:49,negative,0,GIF,culture,Microsoft,3,CO
6446,Billie Frank,BF@gmail.com,"287 Harris Common Suite 990
Emilyburgh, AK 56009",hate,2020-08-21 22:15,negative,5,GIF,culture,Motorola,66,AK
6447,Jackie Jones,JJ@gmail.com,"7339 Harris Corner
Vincentfurt, LA 30436",super love,2021-05-17 3:55,positive,75,GIF,culture,Google,27,LA
6448,Marie Carrizales,MC@gmail.com,"5436 Barry Forges
South Elizabethburgh, ID 73937",interested,2020-12-16 19:10,positive,30,GIF,culture,Microsoft,9,ID
6449,Vito Hodges,VH@gmail.com,"679 Sabrina Causeway Suite 012
South Kelly, TX 40487",adore,2020-08-29 23:27,positive,72,GIF,culture,Huawei,46,TX
6450,Laverne Jones,LJ@gmail.com,"40259 Mark Mountains Suite 714
Lake Michaelchester, MI 25605",heart,2020-11-26 19:37,positive,60,GIF,culture,Google,73,MI
6451,Violet Thomas,VT@gmail.com,"8690 Martin Hollow
Janetfurt, MN 29250",disgust,2020-09-14 1:36,negative,0,GIF,culture,HTC,81,MN
6452,Daryl Owens,DO@gmail.com,"022 Allison Branch
South John, IA 33036",adore,2020-12-28 5:20,positive,72,GIF,culture,Microsoft,11,IA
6453,Maria Steele,MS@gmail.com,"49172 Rachel Turnpike
Dillonfurt, VA 63446",cherish,2020-08-29 12:29,positive,70,GIF,culture,Microsoft,72,VA
6454,Mary Hamby,MH@gmail.com,"668 Patricia Isle
Martinview, WI 93790",like,2020-12-24 0:51,positive,50,GIF,culture,Motorola,0,WI
6455,William Lewis,WL@gmail.com,"71357 Jonathan Via
Garymouth, MN 09490",heart,2021-01-04 21:41,positive,60,photo,travel,Motorola,98,MN
6456,Kathryn Henderson,KH@gmail.com,"998 Lauren Villages Suite 720
Susanland, HI 92070",heart,2021-01-05 15:24,positive,60,photo,travel,Apple,40,HI
6457,Raymond Schmidt,RS@gmail.com,"Unit 0551 Box 4181
DPO AA 15539",peeking,2020-08-03 22:13,neutral,35,photo,travel,Huawei,77,DP
6458,Michael Kenoyer,MK@gmail.com,"08535 Johnson Springs
New Kevinstad, IN 80720",worried,2020-12-05 4:18,negative,12,photo,travel,HTC,15,IN
6459,Charles Browder,CB@gmail.com,"43714 Shane Row Suite 973
Kanebury, RI 31041",scared,2020-12-10 4:23,negative,15,photo,travel,Google,24,RI
6460,Billie Frank,BF@gmail.com,"287 Harris Common Suite 990
Emilyburgh, AK 56009",love,2021-06-04 15:39,positive,65,photo,travel,Motorola,66,AK
6461,Cristi Miller,CM@gmail.com,"99287 Wilson Park Apt. 318
Tonitown, IA 78146",cherish,2020-11-03 3:31,positive,70,photo,travel,Google,74,IA
6462,Henry Landis,HL@gmail.com,"458 Fox Road
Marcville, AR 57856",interested,2020-08-06 7:02,positive,30,photo,travel,Samsung,90,AR
6463,Robert Watkins,RW@gmail.com,"8637 Anderson Crest Apt. 989
New Kevin, FL 22986",scared,2020-06-27 0:40,negative,15,photo,travel,HTC,2,FL
6464,James Pao,JP@gmail.com,"2908 Martha Drive
West Travisport, KY 02699",disgust,2021-03-07 8:35,negative,0,photo,travel,Google,90,KY
6465,Alan Rodriguez,AR@gmail.com,"564 Gina Fall
New Erin, NC 41873",heart,2021-05-10 21:08,positive,60,photo,travel,Samsung,44,NC
6466,Rudolph Villena,RV@gmail.com,"89512 Todd Course Suite 452
Katherinemouth, WA 95143",intrigued,2021-01-19 12:35,positive,45,photo,travel,Huawei,4,WA
6467,Michael Deltoro,MD@gmail.com,"246 Joanna Fall
Holmesfort, SD 71673",indifferent,2021-05-17 7:11,neutral,20,photo,travel,Motorola,56,SD
6468,Alan Rodriguez,AR@gmail.com,"564 Gina Fall
New Erin, NC 41873",scared,2021-02-22 1:02,negative,15,photo,travel,Samsung,44,NC
6469,William Shatley,WS@gmail.com,"Unit 8924 Box 8191
DPO AP 75694",super love,2021-06-04 18:40,positive,75,video,Fitness,Samsung,7,DP
6470,Patrick Dahlman,PD@gmail.com,"290 Yates Loaf
Melissaville, AL 10176",peeking,2020-07-19 8:40,neutral,35,video,Fitness,Motorola,3,AL
6471,Alexander Danker,AD@gmail.com,"5969 Brian Dale
Lopezbury, NY 43477",indifferent,2020-11-16 3:03,neutral,20,video,Fitness,HTC,15,NY
6472,Darlene Kovacs,DK@gmail.com,"783 Rios Stream
Bryantville, DE 43460",interested,2020-12-18 17:50,positive,30,video,Fitness,Motorola,45,DE
6473,Lloyd Golden,LG@gmail.com,"9881 Evans Mission Suite 442
Garyshire, WA 20202",want,2020-08-31 15:00,positive,70,video,Fitness,Huawei,50,WA
6474,Linda Mcclurg,LM@gmail.com,"Unit 3999 Box 7280
DPO AP 36681",want,2020-11-30 11:01,positive,70,video,Fitness,Huawei,54,DP
6475,Paul Wiese,PW@gmail.com,"226 Kristine Glen
Gibbsshire, SD 36642",super love,2020-11-21 7:27,positive,75,video,Fitness,Motorola,71,SD
6476,Alan Moskowitz,AM@gmail.com,"890 Mikayla Ferry
Maryport, KY 28636",adore,2020-12-01 23:51,positive,72,video,Fitness,Microsoft,14,KY
6477,Richard Uhlig,RU@gmail.com,"36285 Matthew Lake
Veronicaton, ND 33947",adore,2020-12-30 6:43,positive,72,video,Fitness,Apple,57,ND
6478,Rebecca Hepler,RH@gmail.com,"8206 Wheeler Cape Suite 841
New Alexis, MT 62531",love,2020-07-22 9:25,positive,65,video,Fitness,Microsoft,24,MT
6479,Anita Gilliam,AG@gmail.com,"8332 Timothy Run Apt. 980
Martinfurt, NY 85874",intrigued,2021-04-06 5:18,positive,45,video,Fitness,Huawei,6,NY
6480,Michael Newell,MN@gmail.com,"19797 Chen Ferry
Port Erikaland, WI 98982",super love,2020-07-26 14:09,positive,75,video,Fitness,Microsoft,70,WI
6481,Kera Delarosa,KD@gmail.com,"7465 Sanchez Rapids
Raymondfurt, MN 66351",heart,2021-01-21 9:21,positive,60,video,Fitness,Apple,77,MN
6482,Anita Gilliam,AG@gmail.com,"8332 Timothy Run Apt. 980
Martinfurt, NY 85874",adore,2021-03-26 8:13,positive,72,video,Fitness,Huawei,6,NY
6483,Kathryn Henderson,KH@gmail.com,"998 Lauren Villages Suite 720
Susanland, HI 92070",super love,2021-01-12 18:02,positive,75,video,Fitness,Apple,40,HI
6484,Lisa Kreiter,LK@gmail.com,"658 Mcguire Forges Apt. 563
East Heatherburgh, WI 31780",disgust,2021-01-04 21:23,negative,0,video,Fitness,Google,77,WI
6485,Rhoda Lopez,RL@gmail.com,"03312 Alexander Shores Apt. 213
New Krystalburgh, IN 99313",want,2020-07-31 8:18,positive,70,video,Fitness,Microsoft,79,IN
6486,Susan Dodd,SD@gmail.com,"682 Michelle Forge Apt. 257
Port Brandon, WY 73810",intrigued,2020-08-28 4:53,positive,45,video,Fitness,HTC,35,WY
6487,Michael Bowman,MB@gmail.com,"2856 Miller Path
Vickifurt, ID 57842",want,2021-06-13 2:50,positive,70,video,Fitness,Microsoft,19,ID
6488,Stacey Fritz,SF@gmail.com,"376 Joshua Port
Port Tracyborough, CA 54430",worried,2020-08-05 12:15,negative,12,video,Fitness,HTC,51,CA
6489,Carmen Sander,CS@gmail.com,"64510 Howard Fork
West Samantha, GA 83833",like,2020-07-31 19:55,positive,50,video,Fitness,Google,36,GA
6490,Maria Salas,MS@gmail.com,"23372 Moore River Suite 639
North Davidfort, AK 29805",intrigued,2020-07-29 20:22,positive,45,video,Fitness,Google,13,AK
6491,Daniel Ibara,DI@gmail.com,"993 Jacob Island
New Susanside, MD 70021",intrigued,2021-03-26 5:22,positive,45,video,Fitness,Apple,27,MD
6492,Bruce Porter,BP@gmail.com,"20641 Turner Causeway
Robertville, MT 44649",super love,2020-12-29 21:38,positive,75,video,Fitness,Samsung,24,MT
6493,Lloyd Gabert,LG@gmail.com,"35598 Whitehead Plains
Robinland, AL 05689",worried,2020-10-30 1:34,negative,12,video,Fitness,Huawei,46,AL
6494,Ruth Washington,RW@gmail.com,"341 Brandon Ford
West Christineton, ME 06206",worried,2021-04-24 3:17,negative,12,video,Fitness,Motorola,26,ME
6495,Cynthia Cannon,CC@gmail.com,"306 Katherine Harbor Suite 849
Schneidermouth, IA 90041",want,2021-03-01 18:43,positive,70,video,Fitness,Motorola,18,IA
6496,Kenneth Meyn,KM@gmail.com,"2926 Louis Summit Suite 605
Justinton, NM 68686",indifferent,2020-08-10 11:42,neutral,20,photo,cooking,Motorola,87,NM
6497,Jason Roberts,JR@gmail.com,"1827 Margaret Trace
South Geoffreyton, RI 20288",interested,2020-08-01 6:41,positive,30,photo,cooking,Google,90,RI
6498,Thomas Goehner,TG@gmail.com,"PSC 3816, Box 4398
APO AA 82519",like,2020-12-19 0:55,positive,50,photo,cooking,Microsoft,60,AP
6499,Jamie Shook,JS@gmail.com,"367 Jonathan Throughway Apt. 825
Williammouth, MI 89519",super love,2020-08-02 9:01,positive,75,photo,cooking,Samsung,22,MI
6500,Kecia Jensen,KJ@gmail.com,"49297 Logan Forge Suite 391
Port Tyler, OK 30237",intrigued,2020-08-16 20:09,positive,45,photo,cooking,HTC,15,OK
6501,Elida Jordon,EJ@gmail.com,"182 Robert Common Apt. 673
Delgadoborough, CT 74711",disgust,2021-05-10 0:37,negative,0,photo,cooking,Microsoft,0,CT
6502,Ruth Nemoede,RN@gmail.com,"PSC 9038, Box 4090
APO AP 52456",want,2020-11-08 18:04,positive,70,photo,cooking,Huawei,98,AP
6503,Benjamin Baker,BB@gmail.com,"12492 Harris Underpass Apt. 319
Larryfurt, OH 30726",disgust,2021-04-11 20:38,negative,0,photo,cooking,Huawei,73,OH
6504,Eva Fontenot,EF@gmail.com,"489 Jackson Plaza Apt. 346
Port Nicoleshire, CT 86594",interested,2020-12-08 7:49,positive,30,photo,cooking,Apple,58,CT
6505,Maria Hughes,MH@gmail.com,"833 Erik Forest
Michaelberg, NY 91180",intrigued,2021-02-15 3:01,positive,45,photo,cooking,HTC,30,NY
6506,Anne Davies,AD@gmail.com,"927 Sanders Port
Owensville, AL 42282",love,2021-02-13 5:12,positive,65,photo,cooking,Apple,87,AL
6507,Grant Chadwick,GC@gmail.com,"19372 Blake Ranch Suite 419
New Danielborough, VA 97870",heart,2020-07-03 2:47,positive,60,photo,cooking,HTC,63,VA
6508,June Joseph,JJ@gmail.com,"89496 Webster Road Apt. 848
West Meganshire, OK 40892",super love,2021-01-02 10:28,positive,75,photo,cooking,Motorola,55,OK
6509,Jason Meehleder,JM@gmail.com,"119 Powell Trace
North Williambury, MD 32073",heart,2020-07-31 7:56,positive,60,photo,cooking,Apple,20,MD
6510,Chester Smith,CS@gmail.com,"271 Ashley Fork Suite 100
Michaelburgh, MO 35011",cherish,2020-07-14 22:31,positive,70,photo,cooking,Huawei,58,MO
6511,Michael Eudy,ME@gmail.com,"870 Catherine Crescent
Jesusland, ID 53207",peeking,2020-09-06 19:32,neutral,35,photo,cooking,Microsoft,54,ID
6512,Juanita Williams,JW@gmail.com,"48921 Elizabeth Locks Apt. 871
Lindaborough, MS 40378",like,2021-01-31 6:24,positive,50,photo,cooking,Motorola,29,MS
6513,Fae Bush,FB@gmail.com,"87079 Cross Extension Suite 431
New Davidtown, ID 06080",interested,2021-01-07 16:45,positive,30,photo,cooking,HTC,68,ID
6514,James Kelcourse,JK@gmail.com,"22016 Estes Square Apt. 179
New Ericberg, LA 25809",disgust,2020-12-18 0:57,negative,0,photo,cooking,Huawei,5,LA
6515,Vincent Bland,VB@gmail.com,"1657 Samantha Corners
West Cynthia, KS 54469",disgust,2021-05-24 0:13,negative,0,photo,cooking,Microsoft,37,KS
6516,Mary Carlin,MC@gmail.com,"858 Wilson Throughway
Lake Craigburgh, CA 21543",disgust,2020-06-26 17:02,negative,0,photo,cooking,Google,19,CA
6517,Robert Sommer,RS@gmail.com,"8748 Lewis Via Suite 013
Robertfort, TN 84094",super love,2021-05-21 12:10,positive,75,photo,cooking,Motorola,21,TN
6518,Charles Taylor,CT@gmail.com,"39270 Linda Wall Apt. 032
Jonesburgh, AZ 55032",worried,2021-05-03 4:39,negative,12,photo,cooking,Apple,5,AZ
6519,Michelle Phillips,MP@gmail.com,"619 Rachael Station Suite 901
Seanhaven, NJ 34840",disgust,2020-08-14 22:07,negative,0,photo,cooking,Huawei,88,NJ
6520,Laverne Jones,LJ@gmail.com,"40259 Mark Mountains Suite 714
Lake Michaelchester, MI 25605",super love,2020-08-09 7:32,positive,75,photo,cooking,Google,73,MI
6521,Racheal Hart,RH@gmail.com,"30254 Gregory Canyon Suite 734
West Sarah, MT 91811",like,2020-06-25 0:41,positive,50,photo,cooking,Microsoft,96,MT
6522,Jan Lopez,JL@gmail.com,"4415 Valencia Summit Apt. 220
South Kimberly, MA 71559",intrigued,2020-11-24 9:01,positive,45,photo,cooking,Samsung,1,MA
6523,Kim Thomas,KT@gmail.com,"23112 Lawson Landing Suite 505
Randallview, CO 46124",dislike,2021-03-08 22:16,negative,10,photo,cooking,Apple,57,CO
6524,Frank Waggoner,FW@gmail.com,"1211 Scott Square
Josephmouth, MI 42469",dislike,2020-12-21 15:22,negative,10,photo,cooking,Samsung,98,MI
